,data_index,title,cluster
13029,13029,"Can I fly with that? Airline rules on musical instruments, sporting equipment and more",2
13030,13030,BuzzFeed exec named head of Edelman's Chicago office,0
13031,13031,Breathtaking and Sophisticated Winter Playground,0
13032,13032,"10-Year Wedding Anniversary Trip to Vegas, L.A., and Hawaii for Nearly FREE After Just 6 Months of Miles & Points Earning!",8
13033,13033,Former KC woman honored among ‘36 Under 36’ in Chicago,0
13034,13034,Delta plans new Shanghai flight as American puts service on hold,0
13035,13035,"Starbucks Announced It Would Block Porn. Now, the Backlash",1
13036,13036,Material Marketing that Generates Pipeline,0
13037,13037,The Growth in the Use of Social Media,0
13038,13038,"Sinclair Broadcast gets Tribune Media AT A time when ever before less individuals are enjoying tv, it might appear unlikely that the proprietors of regional TELEVISION terminals in America desire to broaden their realms. Sinclair will certainly end up bei",0
13039,13039,Brit teen arrested for involvement in DDoS attack on ProtonMail,0
13040,13040,Qantas FY18 profit up 15%; starts ultra-long-range formal talks,0
13041,13041,Travel Alert September 2018: Typhoon Mangkhut Impacts Guam; Heads Towards Asia,0
13042,13042,"American Airlines Passenger Removed From Plane For Over-Sized Cello, Despite Following Rules – International Business Times",0
13043,13043,Success! A 2-Week Honeymoon in Tokyo and Thailand (First Class Flights Included!),8
13044,13044,ALPA recognized United Airlines Capt. Jerry McDermott with Pilot Assistance Award,0
13045,13045,Amex has refreshed the benefits of its co-branded Starwood credit cards,8
13046,13046,Emirates Codeshares With Trenitalia For Seamless Travel In Italy,0
13047,13047,Here’s How to Prevent Your Company from Exploding into a PR Fire,0
13048,13048,"In-N-Out’s President Just Gave a Stunning Explanation For Why It’s Different From McDonald’s (No, It’s Not the Food)",0
13049,13049,"Betty Schaal, 1932 – 2018",0
13050,13050,Singapore — The City That Had It Going in 2018,0
13051,13051,Merrick Pet Care promotes president to CEO,0
13052,13052,What’s Tiffany doing in London?,0
13053,13053,American Airlines' transatlantic capacity to grow in S19 as result of restructure,0
13054,13054,Congressman makes show of axing Washington National perimeter,0
13055,13055,"As southeastern winter storm fades, canceled flights and icy roads remain",0
13056,13056,"Virgin / Tesco bonus confirmed, Argentina v Barbarians with SPG, Hilton downtime, World of Hyatt changes",0
13057,13057,Materials Science May Be The Most Important Technology Of The Next Decade. Here’s Why,1
13058,13058,An old-timey par 4 along the cape in Long Island,0
13059,13059,"RUSSELL, MARY LOU - Whitney & Murphy Funeral Home",0
13060,13060,SiteGround StartUp Hosting Review 2018,0
13061,13061,Vail Valley winter air service includes more flights from several cities,0
13062,13062,Earn a Bonus of 30 Percent When You Convert Hotel Points to MileagePlus Miles 2018,8
13063,13063,Wreaths Across America advances its mission to Normandy,0
13064,13064,Exec Who Ran $15B Digital Operation For Marriott Will Teach The World's Illiterate,0
13065,13065,The Long Race (SSIR),0
13066,13066,New Wave of Employment Bills Signed into Law by California Governor,0
13067,13067,United Airlines to introduce Melbourne,0
13068,13068,ATÜ Americas to exit Houston duty-free contract; airport seeks new retailer,0
13069,13069,10 Best Ways to Upgrade to Business or First Class [Detailed Guide],0
13070,13070,"Singapore, Delta, Qantas are tops for premium economy cabins",0
13071,13071,Exec Who Ran $15B Digital Operation For Marriott Will Teach The World's Illiterate,0
13072,13072,"Chase Ink Cash, Freedom, AMEX Hilton: These Are the 3 No Annual Fee Credit Cards I Use Most (and Why!)",8
13073,13073,Do Airline CEO's Fly Economy Class? – Interview With Doug Parker (AA) & Ed Bastian (Delta),1
13074,13074,EEOC Cracks Down on Harassment With Seven New Lawsuits,0
13075,13075,Uttarakhand unveils new tourism policy,0
13076,13076,China Says ‘No Way’ to United Airlines’ Workaround Reference for Taiwan,0
13077,13077,How to Make an Incredibly Long Flight Comfortable,0
13078,13078,"On flights, babies are a special type of turbulence",0
13079,13079,"Hawaii’s main islands brace for Hurricane Lane, historic rain",0
13080,13080,"Departing CEO Les Moonves could get $100M from CBS, latest in huge golden parachutes for corporate chiefs",0
13081,13081,5 tourists rescued from flooded home as hurricane hits Hawaii,0
13082,13082,"Departing CBS chief Les Moonves could get $100M, latest in giant golden parachutes",0
13083,13083,China Eastern Airlines (CEA) vs. Mesa Air Group (MESA),3
13084,13084,On the Road with Marvin and Josephine Abisia,0
13085,13085,United Airlines set to begin Denver and SF flights from Paine Field near Seattle in March 2019,0
13086,13086,What I did With My Marriott / SPG Points,8
13087,13087,6 Best Chase Business Credit Cards,8
13088,13088,American Airlines Introduces Krug Champagne to Flagship First Dining,0
13089,13089,Is the huge Airbus 380 the future of air travel or a relic of the past?,5
13090,13090,United adds mid-week Newark to St. Kitts non-stop flights,0
13091,13091,Best Ways to Redeem Lufthansa Miles & More Miles,8
13092,13092,Clint Frank's family selling his 1937 Heisman,0
13093,13093,ZHU Member Dustin Newell Takes Love of Aviation to New Heights,0
13094,13094,7 Stocks to Buy Thanks to Trump's New Trade Deal,0
13095,13095,7 Stocks to Buy Thanks to Trump's New Trade Deal – Investorplace.com — Investing Moguls,0
13096,13096,My best takeaways of the Berkshire Hathaway 2017 AM via the WSJ,0
13097,13097,"Connected Aircraft Market By Components (Aircraft Communication & Reporting System (ACRS), Aircraft Condition Monitoring System (ACMS)), By Frequency Band (Ka-band, Ku-band, L-band), By Application (Commercial, Military), Industry Analysis, Trends, and Fo",0
13098,13098,Where Did I Travel for my 100th Country? Tanzania!,0
13099,13099,"Quotes, inspiration on 17th anniversary",0
13100,13100,Why is United Airlines partnering with the polemic Palantir software company?,2
13101,13101,Why U.S. Airlines Are Raising Their Baggage Fees—and Exactly How Much You'll Pay,3
13102,13102,United's new boarding method is designed to slash your time in line,2
13103,13103,"Passenger Says A United Pilot Told Them Flight to CHA Couldn't Land Due To Plane Being ""Too Big""",0
13104,13104,Airlines Increasing All Kinds of Fees (Some by $50!),3
13105,13105,American Airlines joins rivals in hiking U.S. baggage fees by five dollars,2
13106,13106,United flight to Newark makes emergency landing in Denver,2
13107,13107,"United orders more 787’s, reveals first routes for 787-10",2
13108,13108,Woman claims airline paid her $75 in ‘hush money’ after man masturbated next to her,2
13109,13109,American makes the item tougher to reach top frequent flyer status,2
13110,13110,Dua Lipa furious over airline&#039;s response to sister&#039;s severe nut allergy,0
13111,13111,Passenger refuses to sit next to black woman on Ryanair flight,2
13112,13112,Airlines Love Flight Attendants Over 40!,2
13113,13113,United Airlines Earnings Are Expected to Rise but Fuel Costs Could Hurt,2
13114,13114,"Airline Routes-Nov. 29, 2018",2
13115,13115,Having Airline Status Can Still Be Important....And A Money Saver,2
13116,13116,ExpressJet Sold To Company Partiality Owned By United Airlines,2
13117,13117,United Airlines EWR Real-Time Data Taxi Top Campaign,0
13118,13118,"United Airlines Announces New Service to Prague, Amsterdam, and the Amalfi Coast",2
13119,13119,Pushes Travelers Toward Southwest Even More,2
13120,13120,United Airlines Enhances Transcontinental Schedules on New 787-10 Dreamliner,2
13121,13121,United Has Every Right To Demand Customers Pay For Hidden-City Tickets,2
13122,13122,"Buy United Miles and Get Up to a 100% Bonus, and a Roundup of Current Airline Shopping Portal Bonuses!",8
13123,13123,United Begins Selling Premium Economy: What Does It Mean For Upgrades?,2
13124,13124,Bill to expand New Jersey's jet fuel tax advances,0
13125,13125,Apple ranks among top 50 'green' brands in 2015 survey of US shoppers,0
13126,13126,Airplane vs. bird collision sends flight back to Hector,2
13127,13127,"FAA Sides With United Over Newark Airport Fees, Slams New Jersey",4
13128,13128,Hispanicize Wire,0
13129,13129,Pilot suspended after allegations he exposed himself at airport hotel,4
13130,13130,United Airlines Will Expand One Of The Airline Industry's Best Hubs,2
13131,13131,20 funny things that flight attendants do each day….,1
13132,13132,Bird boards United flight at San Francisco airport,4
13133,13133,Quick and Easy Reference Chart for Flights to Europe With Miles,8
13134,13134,Indonesian city of Palu hit by tsunami after powerful earthquake; airport closed,4
13135,13135,"United Airlines MileagePlus Buy Miles Up To 70% Bonus Through November 20, 2018",8
13136,13136,Delta raising fees for checked bags,1
13137,13137,United orders four Boeing 787-9s #FIA18,2
13138,13138,U.S. Airlines Announce July Traffic Reports,0
13139,13139,Virtual Reality Business Class Dinner in Tokyo,2
13140,13140,"Increased Offer! Earn Up to 60,000 Avianca Miles With NO Minimum Spending!",8
13141,13141,Booking Your Own Pet Travel: the Airline Guide,2
13142,13142,United flight from LA prompts emergency at Sydney airport,4
13143,13143,More flights heading to Penn State as United Airlines targets college football fans,0
13144,13144,UAL First North American Airline To Welcome The Boeing 787-10 To Its Fleet - ARFFWG,2
13145,13145,Supreme Court rules against Iberia - No Show Policy Struck Down,0
13146,13146,Delta continues trend by raising drinks prices – Business Traveller,1
13147,13147,These United Airlines Flight Attendants Are Angry About the Lack of Teamwork on Flights. How Angry? This Angry,2
13148,13148,“This Week Inside the BARN” Weekly Radio Show,0
13149,13149,"Families, Friends Gather To Close A Chapter Of The Flight 93 Memorial",0
13150,13150,Mike Rowe responds to Kaepernick question by invoking 9/11 hero,0
13151,13151,"American Airlines Raises Checked Bag Fees For Tickets Issued On/After September 21, 2018",2
13152,13152,Mom claims United Airlines flight attendant scolded her for crying baby,0
13153,13153,United Buy On Board Breakfast Looks Delicious and Facial Recognition Boarding Isn't About Speed,0
13154,13154,Guam offers more promotions to Hong Kong travellers,0
13155,13155,United Airlines To Launch New Dreamliner On Dublin Route,2
13156,13156,U.S. Lawmakers Want Airlines to Justify Fee Hikes,2
13157,13157,Mom claims United Airlines flight attendant scolded her for crying baby: report,2
13158,13158,Passengers on a United flight saw their pilot taking a nap in the cabin — here’s why that's not a big deal,2
13159,13159,United Airlines buying four more Dreamliners and 25 Embraer E175s,2
13160,13160,This is How Airmen Secured the Skies During the 9/11 Attacks,2
13161,13161,United Airlines connects the world with music in ambitious new spot,0
13162,13162,Are US Airlines' Checked Baggage Fee Increases Sustainable?,2
13163,13163,United announces Grand Junction-Chicago direct flight,2
13164,13164,How to Transport Pets to the EU From Unlisted Countries,0
13165,13165,Chaos on plane after woman boards with emotional support squirrel,6
13166,13166,United Airlines Aims to be Premier Ski Destination Airline This Winter,2
13167,13167,"United Airlines' ""Historic"" Route Announcement Is Less Exciting Than It Sounds",2
13168,13168,Hundreds of flights delayed or canceled at Newark Airport because of storms and wind,4
13169,13169,Honors to Heroes of Flight 93 on Sept. 11 Anniversary,0
13170,13170,"United Airlines MileagePlus Buy Miles Up To 100% Bonus Flash Sale Through July 26, 2018",8
13171,13171,Californians’ internet speed protected in bill sent to Jerry Brown,0
13172,13172,This is the Hilariously Twisted Reason United Airlines Flight Attendants Can’t Give Some Passengers What They’re Entitled To,2
13173,13173,"- Atlanta to Delhi, India for only $688 roundtrip",0
13174,13174,Star Alliance hails new Digital Services Platform – Business Traveller,0
13175,13175,You Are A Tech Gladiator,2
13176,13176,United Airlines goes from 'the doghouse' to record stock price,2
13177,13177,BLUMENTHAL LEADS SENATORS URGING FAA TO ENFORCE GUIDANCE ON SAFE USAGE OF CHILD CAR SEATS ON PLANES,2
13178,13178,Shoppers cash in with branded credit cards,8
13179,13179,"US airliner, a pioneer in clean-fuel aviation",2
13180,13180,Tourism Promotion Targets Penn Station Commuters,0
13181,13181,United Airlines launches three new regional connections,2
13182,13182,Emirates Brings Discounts To Its Loyalty Program Members,0
13183,13183,Cities That Lost Amazon's HQ2 Contest Can Still End Up Ahead,0
13184,13184,United Make Inflight Credit Card Pitches Mandatory Starting September 1,8
13185,13185,A Woman Says United Flight Attendants Made Jokes After A Man Masturbated Next to Her on a Flight,2
13186,13186,United Reports August 2018 Operational Performance,0
13187,13187,"Delta Air Lines Increases Checked Bag Fees Effective September 19, 2018",1
13188,13188,River Arts District paving overdone? Newark flight going away?,0
13189,13189,4 Ways Artificial Intelligence Will Impact Your Business in 2019,0
13190,13190,Airline Passenger left horrified after catching woman during this mid-flight,1
13191,13191,Air Canada to discontinue service to 3 US cities,3
13192,13192,Looking for a quick flight out? There are no quick flights out...,2
13193,13193,The Chiromancer,0
13194,13194,Surfers Traveling to and From California Can Now Bring Their Surfboards on United for Free,2
13195,13195,"United Airlines Just Came Up With a Truly Outrageous Excuse For Reducing Its Cabin Service. Oh, Maybe It’s Brilliant",2
13196,13196,What and why passengers steal from airlines?,2
13197,13197,United Airlines Announces Several New Domestic Routes,2
13198,13198,Airlines Bring Meditation To The Skies To Help Soothe Anxious Flyers,0
13199,13199,And How You Can Get Up to 4 Round-Trip Flights With Just 1 Credit Card!,8
13200,13200,The World’s Best Ski Destinations Just Got a Little Easier to Get To,2
13201,13201,Trump Commemorates Solemn 9/11 Anniversary With Bizarrely Excited Fist Pump at Memorial Service,0
13202,13202,Flying to Mammoth just got a whole lot easier thanks to United Airlines,2
13203,13203,American Airlines Launches Live Streaming TV On Select Flights,2
13204,13204,Flight 93 Memorial's Final Piece,0
13205,13205,United Will Now Charge Extra for Some Economy Seats That Aren't Even Premium,1
13206,13206,Woman Forcibly Removed From Plane After Refusing To Move From Business Class Seat,3
13207,13207,"United Airlines will start charging more for some economy seats, and it's part of a costly trend that's plaguing the industry (UAL)",2
13208,13208,Eight-hour armed standoff at south Sacramento motel ends with suspect’s arrest,0
13209,13209,"After witnessing terrorist attacks in New York, Forest City woman recalls how nation united (with photos)",0
13210,13210,The Real Reason United Airlines Is Buying ExpressJet,2
13211,13211,United Airlines is Waving Fees for Surfboards,2
13212,13212,United Appoints Jake Cefolia As President of World Wide Sales,2
13213,13213,Delta Airlines waives fees ahead of winter storm,1
13214,13214,United adding Miami-Washington Dulles flights as American drops route,2
13215,13215,United’s Path Forward and 4 Other Aviation Trends This Week,2
13216,13216,Airline Trends for 2018,2
13217,13217,United: First US Airline to pledge emissions reduction by 50 percent — Tourism News,2
13218,13218,"United Airlines adds 4 more flights to Guam-Nagoya service – Saipan News, Headlines, Events, Ads",2
13219,13219,Millions Of People May Be Compensated Because Of A Class Action Airline Lawsuit,0
13220,13220,Flight Cases for Pro Instruments,2
13221,13221,17 Things Airlines Change That Passengers Do Not Notice,2
13222,13222,United pulls back from Champaign,2
13223,13223,United Grows 787 Fleet,2
13224,13224,United chief says IAH flights bouncing back with energy recovery,2
13225,13225,Surfers Galore – United Airlines Eliminates Excess Baggage Fee For Surfboards When Departing Or Arriving In California,2
13226,13226,"How I Booked Over $3,800 Worth of European Travel for Free Using Miles And Points!",8
13227,13227,United Raises Checked Bag Fees,2
13228,13228,We Should Remember 9/11 Through The Lens Of Good Friday,0
13229,13229,"United adding flights from O'Hare to Colorado, Florida, Oregon and Nova Scotia this summer",2
13230,13230,United Launches New 'Premium Plus' Class for Some of Its Longest Flights,2
13231,13231,"CHEAP! PHOENIX TO PAPEETE, FRENCH POLYNESIA FOR ONLY $607!",0
13232,13232,Social media tips for IR from a marketing specialist,0
13233,13233,Wings of Lebanon Boeing 737-7K5 WL T7-WLA (msn 35277) AYT (Ton Jochems). Image,0
13234,13234,How to Use Your Airline Miles to Reunite Immigrant and Refugee Families,8
13235,13235,Q3 Results See Airlines Rally Despite Increased Fuel Costs,2
13236,13236,Emirates explores possible takeover of Etihad,0
13237,13237,Why airlines should make amends when they let passengers down,2
13238,13238,Missing: The Service Culture In The Airline Industry,2
13239,13239,United's New Economy Buy-on-Board Food Menu,2
13240,13240,Missing Plane Belonging To Couple Is Finally Found After 21 Years Of Hopeless Searching,2
13241,13241,Major Airlines including JetBlue and United Increase prices for Checked Baggage,2
13242,13242,"Farbman Group Brokers $1.5M Sale of Office Building in Dearborn, Michigan",0
13243,13243,United Airlines becomes the first North American airline to welcome the Boeing 787-10 to its fleet,2
13244,13244,Chase Ultimate Rewards Points Are Best If You Don't Live Near a Major Airport (Like Me!),8
13245,13245,The Reasons Why Big Business Like To Sponsor Sports Teams,0
13246,13246,United becomes first North American airline to receive the 787-10 Dreamliner,2
13247,13247,Fly From Northern California Wine Country to the Rockies Starting March 2019,2
13248,13248,"Woman Delays Entire Flight Because She Tried Bringing an ""Emotional Support Squirrel""",6
13249,13249,Passenger fails to smuggle ‘emotional support’ cat onto plane,6
13250,13250,Costly cattle car flight to Dayton,0
13251,13251,Airport to start building firefighting facility soon - ARFFWG,4
13252,13252,How to Book Flights to Europe on Star Alliance Partner Airlines Using Chase Points,8
13253,13253,United Could Move ‘the Bulk’ of its Operations from Newark Liberty if Proposed Increase in Jet Fuel Tax Becomes Law,0
13254,13254,Earn Enough Enough Miles for a One-Way Airlines Flight With a Laptop Purchase (Ends Soon!),8
13255,13255,Want To Drive Customer Attraction And Retention? Start By Telling The Truth,2
13256,13256,LeBron James Just Gave Business Leaders a Brutal Lesson in Management. It Took Just a Few Sentences,0
13257,13257,Departs for 9-11 memorial ceremony,0
13258,13258,"United bringing ""Preferred"" seating to economy class in Q4 2018",2
13259,13259,United Airlines Rock ‘n’ Roll Chengdu Half Marathon back in 2018,0
13260,13260,United Airlines Announce Order for Nine 787-9 Dreamliners,2
13261,13261,"This One Is From United Airlines. Hurry, Offer Ends July 26!",2
13262,13262,"United Airline adds 204,000 Seats For American Football Season 2018",2
13263,13263,Delivering Customer Experience Success with External and Internal Journeys,0
13264,13264,United Catering Workers OK to Vote on Union,2
13265,13265,United to add two seasonal Express routes from Los Angeles,2
13266,13266,Former President of United Airlines to lead IndiGo,0
13267,13267,How to Transfer American Express Rewards Points to United,8
13268,13268,Should Flight Attendants be Expected to Flog Credit Cards? Could This New Trend Be Coming to Your Next Flight?,8
13269,13269,Woman's 'input' led to decision not to land United flight,2
13270,13270,Why Communication is a Cornerstone of Customer Experience,0
13271,13271,United Airlines reports its third quarter results,2
13272,13272,Dunkin’ Donuts Just Made a Truly Stunning Announcement That Will Change Everything You Think About Dunkin’. (It’s Much More Than Just Changing Their Name),0
13273,13273,United Airlines launches regional routes from Denver and Newark,2
13274,13274,"United Airlines MileagePlus Buy Miles 4-Days Up To 100% Bonus Flash Sale July 23 – 26, 2018",8
13275,13275,Great Deal: Earn 50 AA Miles or United Miles Per Dollar with Magazines.com,8
13276,13276,United Begins Non-Stop Service to Tahiti,2
13277,13277,93-year-old air hostess reveals terrifying truth about 1950s planes,0
13278,13278,United Airlines Lounges Will Also Get Harder to Access in 2019,2
13279,13279,United Airlines Announces Expansion in San Francisco to Toronto,2
13280,13280,One airline's simple idea has created the world's best boarding system,2
13281,13281,United Airlines expands to 33 new destinations with addition of new domestic service,2
13282,13282,Why Big Changes Always Start with Small Groups,0
13283,13283,Airline toughens rebooking policy,1
13284,13284,why is it so hard to get for airports and airlines?,4
13285,13285,Lawmakers want to know the real cost of checking a bag – Business Traveller,2
13286,13286,Woman Forcibly Removed From Plane After Refusing To Move From Business Class Seat,3
13287,13287,"Citing fuel costs, United bumps fees for checked bags on domestic flights $5 ~ Missoula Current",2
13288,13288,Airline Loyalty Programs Are Bringing In Record Profits In 2018,2
13289,13289,Southwest Airlines Says It Won't Do This Incredibly Annoying Thing That Other Airlines Always Do (And Passengers Rejoice),2
13290,13290,United Airlines to Offer Dreamliner Service on Transcons from New York to Los Angeles and San Francisco,2
13291,13291,A United Pilot Sleeps In First Class During The Flight? FAA Regulations Approve,0
13292,13292,22 Most Aggravating Types of Passengers — They Are...,2
13293,13293,"30% Bonus on Transfers from Marriott Points to United (And Other Hotel Points, Too)",8
13294,13294,"United Airlines to operate direct daily from Delhi to San Francisco from December 7, 2019",2
13295,13295,Cobham and Inmarsat solution extended to United Airlines’ Boeing 737NG,2
13296,13296,United First U.S. Airline to Take Delivery of a Boeing 787-10 Aircraft,2
13297,13297,How Will United’s New Rules Affect My Pet’s Travel?,2
13298,13298,United Aims to Fix Gate Overcrowding with New Boarding Process,2
13299,13299,145% Bonus Buying Miles and $2645 for Executive Platinum Status,8
13300,13300,50 Years of the Jumbo Jet,0
13301,13301,United Airlines Offering Free Flights to Illegal Immigrant Families,2
13302,13302,United Airlines pledges to reduce own emissions by 50% by 2050; Trans-Atlantic biofuel flight,2
13303,13303,Sonoma County Airport To Offer Direct Flights To Denver,4
13304,13304,Limited-Time Deal: Fly Business Class to Israel with $655 Worth of Miles!,8
13305,13305,United hopes to lure more surfers by eliminating board bag fees,2
13306,13306,United Airlines to ‘de-stress the travel lifestyle’ through new policies and customer engagement – CAPA – Centre for Aviation,2
13307,13307,A New Lawsuit Claims United Did Nothing To Stop Its Pilot From Posting Revenge Porn,2
13308,13308,Airline Passenger shocked to spot THIS stuck in the seats on a flight,1
13309,13309,United Airlines lifts profit outlook,2
13310,13310,"United Airlines Connects Washington, D.C., Miami",2
13311,13311,Senior takes seat on plane – then airline’s CEO arrives and demands her seat,2
13312,13312,Dua Lipa Rips United Airlines a New One for How They Reacted to Her Sister’s Allergies,0
13313,13313,"Teen Model Flaunts Her Breasts On Airplane, See The Epic Response She Got (Photos)",0
13314,13314,United Airlines drops fee for surfboards. In California.,2
13315,13315,"If You Could Really Use A Vacay, This Contest Is Offering A Free Week In Tahiti",0
13316,13316,Southwest Airlines to allow miniature horses on its planes as service animals,0
13317,13317,"How Game Theory, AI and Chatbots Could Have Helped United Airlines Avoid a Bad PR",2
13318,13318,Emergency evacuation at Washington-Reagan after smoke was reported on United Airlines Embraer 175,0
13319,13319,United Airlines makes historic service to St. Kitts,2
13320,13320,Aruba: Stay Warm in February with a Flight from Ottawa,0
13321,13321,"American Airlines is raising checked baggage fees to match JetBlue, others",2
13322,13322,“Nobody dabbles at dentistry”,0
13323,13323,Will United Airlines Buy Embraer's Next-Generation Jets?,2
13324,13324,"United 2-Day Sale, 40% Off Awards to Hawaii and Ski Destinations",2
13325,13325,United Airlines adds flights to 'top college football markets',2
13326,13326,Will the FAA rescue passengers from shrinking airline seats?,2
13327,13327,Dua Lipa condemns United Airlines over response to sister’s nut allergy,0
13328,13328,United launches color-coded process for streamlined boarding,2
13329,13329,"Six more daily flights announced for Everett’s Paine Field, starting in February",0
13330,13330,20 Surprising Things Airlines Know About Their Passengers,2
13331,13331,Tourism Ireland And United Airlines Team Up For New Promotion,0
13332,13332,United announces Grand Junction-Chicago direct flight,2
13333,13333,"Miniature Horses Are Welcome On Alaska Airlines, Possums Are Not",2
13334,13334,Palantir Launches Strategic Relationship With United Airlines,2
13335,13335,US Airlines Should Sell Food in Domestic First Class,2
13336,13336,Get The Benefits of Online Air Ticket Bookings on Unites,3
13337,13337,"Aircraft too big to land, forced to turn back",2
13338,13338,Planes collide at Chicago O'Hare Airport,4
13339,13339,How these 4 ego-driven personality traits are destroying your organization,0
13340,13340,United Airlines Hosts Annual Girls in Aviation Day at Newark and Around the Globe,0
13341,13341,User-Centered Design Works: Turning to Employees to Design a Better Uniform,1
13342,13342,United introduces a new boarding process,2
13343,13343,"Ohio man, 40, gets four months in jail for calling in a BOMB THREAT so he wouldn't miss his United flight",0
13344,13344,Woman Claims Flight Attendants Laughed At Her After She Asked To Be Moved Away From Masturbating Man,0
13345,13345,Transfer Flexible Points (Including Chase Ultimate Rewards) to Singapore Airlines and Book United Flights for Less,2
13346,13346,Birthday Festivities With a Round-Trip Flight to Machu Picchu in Business Class Seats!,8
13347,13347,5 Tips to Run a Meeting Actually Worth Having,2
13348,13348,United Is First U.S. Major Carrier to Match JetBlue’s Bag Fee Increase,2
13349,13349,Looking For Great Award Availability In Business Class To Europe? Found It!,0
13350,13350,American reduces options for stranded passengers,2
13351,13351,United Airlines pledges to halve emissions by 2050 – Business Traveller,2
13352,13352,United Testing Lie-Flat Seats,2
13353,13353,"United's CEO Says Higher Airfares are Good For You (You Just ""Don't Understand"")",2
13354,13354,"When The Pilot Came Out Of The Cockpit And Did This, Everyone Onboard Started To Get Nervous",0
13355,13355,United Airline CEO Is Spotted Giving Up His First Class Seat To Frail Elderly Woman,2
13356,13356,Ulta Stock Tops These 5 Hot Charts Showing Buy Points – Investor's Business Daily — Investing Moguls,0
13357,13357,"United Airlines 20% Off MileagePlus Economy Awards To Asia-Pacific September 17 – April 30, 2019 (Book By September 7)",2
13358,13358,Deal Alert: Get 50 Miles Per Dollar with United or American for Magazines.com,2
13359,13359,Air Canada's near miss last year was almost 'worst accident in history',3
13360,13360,Washington Dulles International Airport lowers airline costs by selling unused land,4
13361,13361,"Swimming in Sinkholes, Solar Eclipses & a Heartrending Visit to the Third World",8
13362,13362,Building the Flight 93 Memorial's Massive Chime Tower,0
13363,13363,United Airlines to Increase Service from 15 Cities for 2019 CES Show,2
13364,13364,12 Companies with the Best Travel Perks and Incentives,1
13365,13365,"Network Planning, Scheduling & Strategy (Summer 2019) in Chicago, Illinois, United States",2
13366,13366,Dentsu Aegis Network On A Roll With Another Big Account Win,0
13367,13367,Giant Rabbit Dies on United Flight,2
13368,13368,United Airlines Expands Its Boeing 787 Dreamliner Plans -- The Motley Fool,2
13369,13369,United Continental Holdings board member buys $2.7 million in additional shares,0
13370,13370,this is why it wasn't a big deal,0
13371,13371,Direct low cost flights to New York and Washington soon,0
13372,13372,"The Carr Fire, one of the most destructive fires in state history, is fully contained",0
13373,13373,Important Social Media Insights Your Business Should Be Looking At,0
13374,13374,Miami among least popular cities for millennial homebuyers,2
13375,13375,Mom claims United Airlines flight attendant scolded her for crying baby,0
13376,13376,World Orchestra by mcgarrybowen,0
13377,13377,United schedules additional seasonal Los Angeles routes from Dec 2018,0
13378,13378,US airlines score win as Congress drops 'reasonable fee' rules,2
13379,13379,"Jail time for fake reviews, higher baggage fees, strange forgotten items",2
13380,13380,United to begin non-stop service to Los Angeles,4
13381,13381,Pacific flight lands after mayday call,0
13382,13382,United Airlines Announces Nonstop Service Between New Delhi and San Francisco,2
13383,13383,"United offers new non-stop and expanded service from Dulles to Florida, receives top award for loyalty program",2
13384,13384,Airlines are using these 5 planes to replace the Boeing 747 jumbo jet (BA),5
13385,13385,Think Outside the (United Airlines) Box,2
13386,13386,Whistleblowers Say United Airlines Retaliated For Calling Out Listeria Problems,2
13387,13387,U.S. Switches To Daylight Savings Time – Reminder From Airlines To Check Departure/Destination Time,0
13388,13388,United Airlines drops surfboard fee on California flights,2
13389,13389,"United, Avianca, Copa Engaged In JV Talks",0
13390,13390,Biggest PR Fails & Brand Disasters [Infographic],0
13391,13391,Academies remember those fallen on 911,0
13392,13392,Flight to Newark from Sarasota returns after hitting birds,4
13393,13393,United Airlines Intends To Eliminate Some Of Their Flight Attendants,2
13394,13394,Mother claims United Airlines flight attendant scolded her for crying baby,2
13395,13395,How to earn Avios from United Airlines,2
13396,13396,United to offer daily service from California wine country to Denver,2
13397,13397,"Southwest limits emotional support animals to cats, dogs",6
13398,13398,United Airlines Warns Pilots on Issue That Plagued Fatal Lion Air Flight,3
13399,13399,How the 9/11 Attacks Still Damage the Economy Today,0
13400,13400,Cuyahoga County Soldiers' and Sailors' Monument hosts 9/11 commemoration,0
13401,13401,United Airlines unveils world’s largest flight training center in Denver,2
13402,13402,Airline Overbooking isn’t Evil,2
13403,13403,Congress backs legislation to make flying better for passengers,4
13404,13404,Airlines Take Measures Ahead Of Hurricane Lane,2
13405,13405,Woman Says United Flight Attendants Made Jokes After Man Masturbated Next To Her,2
13406,13406,United Airlines eyeing Guyana market as new destination,0
13407,13407,It’s Not Just About What to Wear,0
13408,13408,U.S. carrier announce order for nine 787-9 Dreamliners,2
13409,13409,Two United Airlines Planes Damaged at Chicago O’Hare,2
13410,13410,7 Books That Will Make You a Better Entrepreneur,2
13411,13411,Is It Easy To Use United Airlines Bus Service Instead Of Flying?,4
13412,13412,United Airlines unveils nonstop flights between Wine Country and Denver – San Francisco Chronicle,2
13413,13413,American Airlines will let basic economy passengers travel with carry-on bags,2
13414,13414,United Reveals 2018 Operational Results,2
13415,13415,These Airlines Are Increasing Their Fees For Checked Baggage,3
13416,13416,Fresno man found guilty of killing over two cans of beer. He used a sword,0
13417,13417,Hurricane accelerates SC Dreamliner delivery woes for Boeing,0
13418,13418,United shuffles boarding groups,2
13419,13419,"American Relaxes Basic Economy Restrictions Today, Admits It Was All About Making You Pay More",2
